Raman_Shift,Feature Importance
1567.84,-0.259673189
1568.57,0.482651631
1569.29,-0.64851
1570.01,0.588698034
1570.73,-0.719207602
1571.45,-0.966649209
1572.17,-1.00199801
1572.89,0.023117219
1573.61,-0.436417194
1574.33,-0.860602806
1575.05,-1.249439617
1575.77,-0.29502199
1576.49,-0.860602806
1577.21,-1.072695612
1577.93,-1.108044413
1578.65,-0.401068393
1579.37,-0.895951607
1580.09,-0.895951607
1580.81,-0.825254005
1581.53,-0.224324388
1582.25,-0.613161199
1582.97,-1.00199801
1583.69,-0.966649209
1584.4,1.331022855
1585.12,0.023117219
1585.84,0.305907626
1586.56,0.694744437
1587.28,1.931952471
1587.99,-0.365719592
1588.71,-0.401068393
1589.43,0.129163621
1590.15,0.270558825
1590.86,-0.259673189
1591.58,-0.224324388
1592.3,-0.259673189
1593.01,0.411954029
1593.73,-0.29502199
1594.45,-0.365719592
1595.16,-0.365719592
1595.88,0.05846602
1596.59,-0.259673189
1597.31,-0.29502199
1598.03,-0.153626786
1598.74,-0.224324388
1599.46,-0.436417194
1600.17,-0.365719592
1600.89,-0.330370791
1601.6,-0.188975587
1602.32,-0.401068393
1603.03,-0.365719592
1603.75,-0.401068393
1604.46,-0.224324388
1605.18,-0.365719592
1605.89,-0.613161199
1606.6,-0.29502199
1607.32,-0.153626786
1608.03,-0.542463597
1608.74,-0.507114796
1609.46,-0.401068393
1610.17,-0.401068393
1610.89,-0.330370791
1611.6,-0.613161199
1612.31,-0.401068393
1613.02,-0.507114796
1613.74,-0.64851
1614.45,-0.719207602
1615.16,-0.471765995
1615.87,0.129163621
1616.59,-0.719207602
1617.3,-0.683858801
1618.01,-0.577812398
1618.72,-0.330370791
1619.43,-0.542463597
1620.14,-0.719207602
1620.85,-0.542463597
1621.57,-0.436417194
1622.28,-0.577812398
1622.99,-0.754556403
1623.7,-0.64851
1624.41,-0.64851
1625.12,-0.789905204
1625.83,-0.895951607
1626.54,-0.64851
1627.25,-0.577812398
1627.96,-0.64851
1628.67,-0.754556403
1629.38,-0.542463597
1630.09,-0.471765995
1630.8,-0.860602806
1631.51,-0.931300408
1632.22,-0.613161199
1632.93,-0.401068393
1633.63,-0.789905204
1634.34,-0.719207602
1635.05,-0.64851
1635.76,-0.047580383
1636.47,-0.719207602
1637.18,-0.719207602
1637.88,-0.577812398
1638.59,-0.471765995
1639.3,-0.64851
1640.01,-0.789905204
1640.71,-0.64851
1641.42,-0.224324388
1642.13,-0.542463597
1642.84,-0.825254005
1643.54,-0.64851
1644.25,0.164512422
1644.96,-0.507114796
1645.66,-0.507114796
1646.37,-0.613161199
1647.07,0.553349233
1647.78,-0.365719592
1648.49,-0.613161199
1649.19,-0.507114796
1649.9,0.305907626
1650.6,-0.365719592
1651.31,-0.613161199
1652.01,-0.613161199
1652.72,2.073347675
1653.42,-0.330370791
1654.13,-0.047580383
1654.83,0.518000432
1655.54,1.613813263
1656.24,-0.224324388
1656.95,0.05846602
1657.65,0.553349233
1658.35,2.002650073
1659.06,0.05846602
1659.76,0.659395636
1660.47,0.836139641
1661.17,2.002650073
1661.87,-0.188975587
1662.58,0.44730283
1663.28,0.659395636
1663.98,1.401720457
1664.69,-0.118277985
1665.39,0.093814821
1666.09,0.376605228
1666.79,1.224976452
1667.49,0.553349233
1668.2,0.44730283
1668.9,0.624046835
1669.6,0.871488442
1670.3,0.093814821
1671,-0.082929184
1671.7,0.164512422
1672.41,0.341256427
1673.11,-0.29502199
1673.81,-0.401068393
1674.51,-0.153626786
1675.21,0.518000432
1675.91,-0.118277985
1676.61,-0.507114796
1677.31,-0.613161199
1678.01,0.164512422
1678.71,-0.118277985
1679.41,-0.895951607
1680.11,-0.577812398
1680.81,-0.012231582
1681.51,-0.613161199
1682.21,-0.825254005
1682.91,-0.507114796
1683.61,0.341256427
1684.31,-0.224324388
1685.01,-0.471765995
1685.7,-0.401068393
1686.4,0.44730283
1687.1,-0.330370791
1687.8,-0.542463597
1688.5,-0.577812398
1689.2,0.199861223
1689.89,-0.436417194
1690.59,-0.436417194
1691.29,-0.542463597
1691.99,0.164512422
1692.68,-0.188975587
1693.38,-0.224324388
1694.08,-0.047580383
1694.78,-0.012231582
1695.47,-0.188975587
1696.17,-0.436417194
1696.87,0.199861223
1697.56,0.164512422
1698.26,0.093814821
1698.95,-0.012231582
1699.65,0.164512422
1700.35,0.270558825
1701.04,-0.012231582
1701.74,-0.118277985
1702.43,-0.047580383
1703.13,-0.118277985
1703.82,-0.188975587
1704.52,-0.259673189
1705.21,-0.224324388
1705.91,-0.188975587
1706.6,-0.29502199
1707.3,-0.259673189
1707.99,-0.29502199
1708.69,-0.188975587
1709.38,-0.188975587
1710.07,-0.224324388
1710.77,-0.188975587
1711.46,-0.436417194
1712.16,-0.188975587
1712.85,-0.118277985
1713.54,-0.224324388
1714.24,-0.224324388
1714.93,-0.365719592
1715.62,-0.188975587
1716.31,-0.153626786
1717.01,-0.188975587
1717.7,-0.259673189
1718.39,-0.188975587
1719.08,-0.188975587
1719.78,-0.224324388
1720.47,-0.330370791
1721.16,-0.224324388
1721.85,-0.401068393
1722.55,-0.224324388
1723.24,-0.153626786
1723.93,-0.224324388
1724.62,-0.153626786
1725.31,-0.188975587
1726,-0.188975587
1726.69,-0.188975587
1727.38,-0.188975587
1728.07,-0.153626786
1728.76,-0.188975587
1729.45,-0.188975587
1730.14,-0.153626786
1730.83,-0.188975587
1731.52,-0.188975587
1732.21,-0.188975587
1732.9,-0.188975587
1733.59,-0.188975587
1734.28,-0.224324388
1734.97,-0.259673189
1735.66,-0.188975587
1736.35,-0.188975587
1737.04,-0.188975587
1737.73,-0.29502199
1738.42,-0.224324388
1739.1,-0.188975587
1739.79,-0.188975587
1740.48,-0.188975587
1741.17,-0.188975587
1741.86,-0.188975587
1742.55,-0.188975587
1743.23,-0.188975587
1743.92,-0.188975587
1744.61,-0.188975587
1745.3,-0.188975587
1745.98,-0.188975587
1746.67,-0.188975587
1747.36,-0.188975587
1748.04,-0.188975587
1748.73,-0.188975587
1749.42,-0.188975587
1750.1,-0.188975587
